Texture shape,Texture diameter,Texture length,Texture depth,Texture pitch,Roughness factor,Contact angle
Groove,142.47083002943467,170.54333642127756,29.629917043806884,201.88235601768835,1.0841478097702768,45.883727684582354
Parallel Dimple,87.33020176346305,95.40231053694659,10.0,100.0,1.0317075293786715,43.71025599130196
Micro grid,87.18,90.73563583849153,11.192441139560616,204.6354277113359,1.0101161906003495,46.19502794718712
Staggered dimple,142.83,152.93557422984932,30.0,203.38626509492252,1.0762387610066002,45.295936043094336
Micro grid,142.83,131.712310240156,29.021631179511676,215.36875810317594,1.0772643917842282,43.11441290609615
Micro grid,141.60265025842972,124.26863118845691,30.0,300.0,1.0227381821061998,42.7489024792868
Parallel Dimple,91.126438937398,106.62320458708184,10.28372020049902,295.68282144365793,1.0135390715754733,51.272234458781476
Staggered dimple,87.18,94.69785833511287,10.494127328497719,101.8069281022513,1.0323966200215722,42.93675308572209
Staggered dimple,140.4722949930766,138.56177735632946,30.0,300.0,1.0283978517417338,45.57798397110862
Parallel Dimple,90.13136154396605,402.1702142236465,11.13053936051194,194.07833093814972,1.0236067672532805,39.63857643747468
Groove,139.91911332248642,150.99633088974235,30.0,202.96982224620618,1.0739826347216346,45.60316255498887
Parallel Dimple,87.18,449.2242118173491,10.666075581004012,202.81959519818093,1.0219463861915172,39.44006442107636
Staggered dimple,142.83,140.94406822264858,30.0,108.5917757552861,1.0959167117407949,45.624151972114
Staggered dimple,141.76240000481116,224.3976659360787,29.204442233285935,107.83583951171397,1.02238558373429,30.0
Parallel Dimple,121.72427197727329,181.58970449397404,19.43512786080482,205.41593411318024,1.050443151629823,37.1442992095917
Staggered dimple,122.56539367588239,600.0,19.138611480348146,294.5680520157266,1.048348893154685,42.39741496275174
Parallel Dimple,118.84161171262065,135.11000810837294,20.201491444953984,100.58984663033236,1.0870927064028657,39.7485637308874
Groove,118.92424001763135,95.38141160064535,20.550752245463393,106.24913376215945,1.0852760991286274,47.88740376140383
Groove,122.87122251444062,172.44404209483315,19.603338487004862,207.11393483986262,1.0477258555363778,37.340590623261185
Groove,120.58842877756095,104.24996760726523,20.018231622694497,195.01680745996148,1.0316293732578456,47.87993687540038
Micro grid,139.4111823514001,150.86790466389547,29.24495263748884,109.2036371765087,1.1027404665351699,46.50189948664582
Groove,142.83,302.1901106439218,30.0,297.770219933038,1.053276075334306,43.413926865779004
Staggered dimple,141.9224970474982,600.0,30.0,300.0,1.060808267779689,41.86872041517137
Micro grid,113.83227485126298,108.53909247837326,19.013827646741372,196.0001718349267,1.033425567164447,47.55041132020267
Micro grid,87.18,92.79346790655441,10.551962604840728,208.12083716324858,1.005,46.66831600106288
Parallel Dimple,142.83,196.72723909422618,30.0,201.0299431445311,1.0804701567976378,39.81738478150238
Staggered dimple,87.18,98.33738454400536,10.607916183574744,100.0,1.0291513810084436,42.94532672321171
Micro grid,122.39461662990598,192.38486869871124,20.44529976596191,103.46063418997643,1.0328878414912075,31.94277998770112
Parallel Dimple,119.00617294960846,119.59499541843005,18.96206899819564,191.09109973648452,1.0283194248575784,46.44256518952023
Parallel Dimple,142.42742820045208,600.0,30.0,300.0,1.0736961099051643,41.84684546888134
Groove,142.19595455179763,114.00475878923253,30.0,274.0023397865918,1.03413036377518,46.71807254639087
Groove,120.05550376457073,111.8706537560365,19.89706710902576,194.1656780016403,1.038667641388095,47.42223969883493
Groove,87.56048425462745,107.46737141242927,10.90781909070622,100.0,1.0301179464486767,49.55820736829345
Groove,87.18,205.7149175283052,10.049360731651232,100.0,1.0194342274076977,33.832351333239046
Parallel Dimple,89.54034768528969,211.11800620517621,10.593739652334321,203.7736168554668,1.0101538282322238,34.720841680007695
Parallel Dimple,87.18,393.82733389671444,10.674618193615562,204.21934139089493,1.0256490902499587,38.247208729909296
Parallel Dimple,90.5868138313784,87.18,10.0,119.32468181990843,1.0304088716149635,41.54957244850738
Groove,142.49121713829757,95.13209399192206,29.405423612225682,109.01039894797763,1.1610403922438157,42.98033555874529
Staggered dimple,118.9153508209109,124.34888963879695,19.423120680176385,300.0,1.0232751813513874,45.02895397884732
Staggered dimple,117.83793130543827,190.92320073925617,19.664964752733827,196.44324888352145,1.0415791383943291,36.25328026091032
Micro grid,119.33886335894373,107.033216414526,18.499354790301663,300.0,1.010635753879101,45.58756437072968
Staggered dimple,138.5901681975445,211.95034905889105,30.0,196.8955850376303,1.0751278361250356,39.850313948463544
Groove,141.95559975755194,119.61003182509165,29.977433238254257,100.0,1.1649924231613207,41.81678262413984
Parallel Dimple,87.6450474427339,87.31832707286033,10.0,300.0,1.005,51.22324394133358
Groove,139.25601584829795,156.92404178392488,28.70472391438778,300.0,1.0315658865577473,46.56446505698897
Parallel Dimple,87.18,87.18,10.0,295.66016564122765,1.005,46.66945897909257
Parallel Dimple,119.97134891730461,135.95025306204724,19.334336447275607,100.0,1.084031296946059,39.31789825474383
Micro grid,114.49688315701835,411.1603945498932,19.232818455987,192.45818539150784,1.056531791605062,37.25211801259446
Micro grid,87.18,299.6065154930216,11.10177061647018,287.67555790947097,1.0072192404033427,42.1361838994302
Micro grid,87.18,375.7990464613425,10.0,197.14564306932513,1.0231441550971547,38.812450732374266
Groove,118.99976896533022,428.8226337451937,19.454623204683497,198.23124114765344,1.0520131553374503,36.93683873099137
Groove,120.01282514346849,118.64564874278024,20.5647478029457,194.57845670202792,1.0367124473713418,48.387775516102394
Micro grid,142.83,211.98414472930494,30.0,100.0,1.0355195836212991,30.074250546038815
Parallel Dimple,90.59484876928119,102.27579133267272,10.0,116.43480500836291,1.028472960163437,50.23940594170919
Staggered dimple,87.2697855660632,401.2290695342947,10.0,204.35446357322732,1.021035634110053,39.1738536316978
Parallel Dimple,87.18,586.1757092756288,10.143058371875716,300.0,1.019933389094207,44.758754362808176
Parallel Dimple,142.83,117.48777600905372,29.92920717594608,198.48804817662804,1.0766764087465506,42.58234450044946
Micro grid,142.62172419799575,388.85637153625476,29.706017207529328,204.90572319589785,1.0715546245189533,35.587154340657634
Micro grid,142.5513279543367,131.13666174426214,30.0,102.6227549599103,1.0969598214623506,45.515169968457315
Parallel Dimple,117.9063212914944,106.12164972004864,19.26630310347258,287.6419010794714,1.0184099948138639,58.9
Parallel Dimple,119.16391952681752,181.39559335790236,18.765521367167782,100.0,1.0309139351093295,32.30231386826045
Staggered dimple,120.50927645064712,119.48104577327305,20.77059475335591,294.75991719640115,1.0200962157842006,45.89127384895814
Groove,118.84976143979378,132.1368982676622,19.88127221581185,192.05902621885258,1.0255014786209975,46.07309404117993
Staggered dimple,142.83,433.358950981353,29.531802932963625,208.97063955730363,1.0785978483525382,36.26187845501439
Micro grid,142.83,215.26474815533138,29.652559755460572,201.16938326140064,1.0778066767180172,40.1494004886981
Micro grid,116.46481903910433,87.18,19.03765929996173,106.45574400353031,1.0910972745710183,40.10969043779219
Groove,142.83,147.1698848572972,30.0,208.13552665943152,1.080291155886562,43.260495935774216
Micro grid,118.80673494548593,129.33439211351663,19.301948223414126,300.0,1.0186290542334788,58.9
Groove,89.15700596807625,87.18,10.0,100.0,1.0255709599136484,37.54774036955532
Micro grid,140.3752063986361,154.47042480057442,30.0,192.85851905012532,1.0783319451337112,46.349328285464274
Groove,89.32586812052773,87.18,10.0,174.41041318890575,1.0079098859265259,46.97277777039156
Staggered dimple,122.5274239589637,154.97368249540224,19.93639004772297,203.8742517353491,1.0284735120818154,45.50413377314226
Groove,118.16531605841007,300.2217093741027,20.660015362121285,300.0,1.0261272096743472,42.92158977655375
Micro grid,114.89922564754947,130.8580589386544,20.22888319087671,300.0,1.0216618748510151,44.90500729297865
Parallel Dimple,118.20010444524623,600.0,20.786219834884633,284.8032772156325,1.0361965842381955,43.620254032855016
Parallel Dimple,142.83,152.31428983950258,29.859822324042554,300.0,1.0325754434419872,43.304206581236244
Parallel Dimple,89.24260304546222,87.18,10.204193064578028,104.25907543726547,1.0286282581487751,49.13249081667233
Staggered dimple,93.01411809105022,87.18,10.0,292.8609234132319,1.005,45.12822989336927
Micro grid,120.35882271995858,304.22941011719473,19.688045234610946,280.1149943692727,1.029671618871548,43.05779685915414
Groove,142.83,88.33322065903808,30.0,100.0,1.1614361451685449,42.421622415459574
Micro grid,89.61830570085067,87.18,10.43805136414449,100.38580386709197,1.0250023430218629,50.52297661691771
Groove,142.83,145.02079692859442,30.0,197.50195201548544,1.0708116610013378,46.19061240800033
Groove,142.14195641997264,136.3347804769734,28.818993193400374,100.0,1.1418938652776771,37.6115965090199
Parallel Dimple,115.98551047019023,402.2940875693356,18.59720573576905,195.23866604479562,1.0546141565132994,37.41702499132331
Parallel Dimple,91.61515292971735,87.18,10.0,209.02594765946344,1.0107776176005085,46.34711603631042
Staggered dimple,141.3319692479166,127.49934407869753,29.904885365063883,100.0,1.0944575543846249,46.72546978762208
Micro grid,118.44144691328238,596.7277270423998,19.17098136442505,300.0,1.0438058585284684,43.828470248857364
Parallel Dimple,141.67751443821493,303.05832225611215,30.0,300.0,1.0559623339364848,45.124501903454735
Staggered dimple,120.35438120897437,135.52715421420945,20.7226073645267,200.26452192034978,1.0323247174131711,46.86518015984345
Parallel Dimple,123.36558472672468,116.50697520369033,20.78865913985303,106.06269303372588,1.171,40.866232497174785
Groove,87.18,115.00255175017642,10.0,197.95289559838994,1.005,46.42924071360823
Groove,142.83,292.3152285607089,28.74977125823478,300.0,1.0497485846420893,43.93357923601471
Micro grid,88.75489268157145,400.3337035959951,10.0,189.85002795135136,1.0168038051743127,39.447847978451655
Micro grid,88.55997708142633,94.60409644062156,10.550053659740522,100.0,1.0312889402023997,49.75216765111383
Micro grid,120.32674747213886,224.05471050083037,20.15751540144891,101.81044285317705,1.0252921171824652,32.02089755848227
Parallel Dimple,121.08506668774542,193.0795575942061,19.006103077663255,201.40247789324684,1.0481410883436422,36.5875647973396
Groove,117.8688690644864,123.69276329555015,21.020089715877265,206.2383903488861,1.0363111709545192,48.05319951573211
Groove,87.18,87.18,10.0,205.32378156805015,1.016059897384791,46.95481604881209
Staggered dimple,117.5564590954424,189.536729920425,20.6171821255256,219.01867268762905,1.0474651162938038,37.308212653811054
Groove,124.30343211011066,130.7678478346827,21.806560396665066,174.7942481923832,1.0304906333927888,44.734577660809826
Micro grid,141.54325369334887,143.79335713374425,29.949139628397866,100.0,1.0905516314253394,46.21411292776964
Staggered dimple,93.38619117376355,204.95725504331895,10.0,195.30235718538594,1.0139165333733793,35.16413675051852
Staggered dimple,87.18,93.19636044140749,10.0,201.24971720650666,1.0103395152291257,46.7454386135848
Parallel Dimple,118.8928968466234,150.67168805218836,19.008293698449148,203.71342314394036,1.0336344274898452,45.48575896269771
Micro grid,142.83,224.6710314246514,27.835453535234848,120.83939916759593,1.0224803614374898,30.618758960199724
Parallel Dimple,87.18,290.3297668171274,10.479654961915596,300.0,1.010351773057824,41.554780045246176
Micro grid,87.6145231763256,398.23645156553937,10.0,192.73135470717466,1.0211229310116938,39.12970821527833
Groove,87.18,87.18,10.0,100.0,1.0303798273068259,50.10219615405015
Staggered dimple,141.18678776795747,185.48291750284525,30.0,192.29482279801658,1.0852523626712525,39.156611200625484
Parallel Dimple,142.83,119.84985943438339,29.064126878271157,105.6531902246413,1.1356453803663484,36.5925380857174
Micro grid,140.87634686747694,136.42670189190108,29.831968974288195,300.0,1.0306584567924473,47.35190111927568
Parallel Dimple,88.72729598687243,177.412956685025,10.848981894341314,100.66901618420759,1.0185394303726498,32.85079723300354
Staggered dimple,90.34461706928762,87.18,10.0,114.15623266892018,1.0247942104516279,50.003435188348405
Micro grid,121.28496463190221,114.94557272743408,20.066209799500644,300.0,1.0162912036207368,58.51037488450885
Groove,139.4622879916677,155.4251585660926,30.0,100.0,1.0986179865327732,46.56764559632588
Parallel Dimple,142.83,389.4902248607209,30.0,180.68819278905917,1.069590379813961,36.048179309060885
Parallel Dimple,88.46885229829502,89.62335651491969,10.254227359214564,300.0,1.005,46.122427531417955
Staggered dimple,119.13804040913075,141.95868045780458,19.678976799815562,300.0,1.0170766260427668,58.3278934630476
Micro grid,119.57421365481379,146.70325947196056,20.608394927602454,285.60174025872726,1.0200196995032844,58.9
Micro grid,87.18,283.45680075114785,10.142473014648914,300.0,1.0157088567497976,42.28371444480243
Micro grid,117.1753391395513,286.6507321576336,19.63665854640223,293.429211350782,1.0314340101973205,43.83968424140851
Groove,142.83,133.22186054663385,30.0,114.30199028070503,1.1027889893307707,45.8696037425564
Groove,141.1403110490459,172.80575924376774,30.0,281.27156479934075,1.0331220784262636,46.72138144772172
Micro grid,142.83,398.05387636067843,30.0,212.28554606106474,1.067838228158837,36.83459256838332
Micro grid,89.56962908409831,87.18,11.162446077890559,202.6494145562353,1.0161536108568285,45.88941979585797
Micro grid,137.14291123075765,153.93409160329298,29.547240379212596,100.0,1.1440953921487502,36.618256388366625
Groove,140.3584674162094,90.8079855936448,29.370667310567153,100.0,1.1613152579994308,42.22667668885778
Parallel Dimple,87.18,90.52762795194478,10.396814926878168,101.63204590864724,1.0355079146920498,50.498644431765314
Groove,88.07767954865429,386.95374751431683,11.665162108074686,194.7187098127593,1.023350195708175,38.60610031119441
Parallel Dimple,140.5605608582914,327.22317323893935,28.27510336653957,300.0,1.0492778706147152,43.80129941161287
Staggered dimple,119.48646805837424,124.54303163728179,19.828802811810963,113.9781861994623,1.0879160135766313,39.85005291636553
Parallel Dimple,118.06335920921941,117.8961639058385,20.83318318724939,104.85943847450248,1.171,40.763795477492785
Parallel Dimple,118.84218695614511,194.43408526398895,18.68552533725839,192.51076754620544,1.039982389947051,36.90678483325759
Micro grid,87.18,99.64910069559009,10.0,102.90733741185284,1.0307206879371804,42.65611119736209
Groove,88.22491779867805,97.33447140518118,11.416921429685555,199.69413162907645,1.0109862122993356,47.21597724408
Micro grid,87.18,87.18,10.634278045976265,209.1483655163599,1.005,47.2259961922203
Groove,117.69810100753443,301.15841544449347,19.323932311951538,292.9050328087477,1.0408266271557982,43.75378784941702
Micro grid,87.18,111.63343478440865,10.0,100.0,1.0324163756916223,42.86337773765006
Groove,118.83335971812248,385.6147556853078,22.09753353416915,196.57726726649003,1.0479156408556953,36.94090223327475
Staggered dimple,87.18,87.18,10.0,100.91599036471953,1.027283259275978,43.337095124627346
Parallel Dimple,122.75672743837194,108.56162934949997,19.27394133611038,296.25263127668455,1.0235312393584068,44.72671963387787
Micro grid,119.45558682094274,106.58358494173591,18.12608456992595,100.0,1.085404973735107,40.18808758600559
Staggered dimple,142.83,152.96330059805754,30.0,300.0,1.0345754877679003,46.627150524463886
Parallel Dimple,142.83,145.9147053429295,30.0,298.58194432725946,1.028972607378656,46.516142837110706
Parallel Dimple,87.18,600.0,10.0,290.45530470479486,1.0207917277235465,44.14286886147365
Micro grid,117.03054585985758,312.9458617074923,19.913890665580162,300.0,1.038368261472107,43.11443743937681
Staggered dimple,116.81910389290195,108.2872639717772,20.9410071922879,111.93226277891587,1.1655025921086544,40.751065124079645
Staggered dimple,142.83,188.98996679796227,29.303386472354855,208.50875238409344,1.0916158867184513,38.9184737781147
Staggered dimple,87.18,311.5372993002913,10.396066957520542,300.0,1.005,40.6877187588636
Micro grid,87.18,94.97081173535004,10.249012444420606,189.99212910255272,1.0070253581782207,47.18575936103127
Micro grid,141.7164468503382,384.49331773011176,30.0,212.44653220962155,1.0786806421855208,37.40969714312337
Parallel Dimple,120.62675200890372,108.5346658758608,20.159228977705528,100.0,1.1682420776451037,41.22690654708493
Parallel Dimple,87.18,110.02060217757196,10.0,297.3370112538371,1.0079646836435212,45.707400856332505
Micro grid,140.37955331924616,156.06237164350102,29.338517334324337,300.0,1.025644647910305,46.51967792212277
Micro grid,141.71563114821825,263.99319418951035,29.56263431718819,295.37641279904005,1.0581381565468797,44.239775549852176
Groove,119.38322202673854,154.515776298916,19.33088326165756,100.0,1.1661706591496783,40.72168682411342
Parallel Dimple,142.5777559771916,136.64896181884345,30.0,300.0,1.0337082473477042,47.02605382058169
Groove,142.83,134.90417955264803,29.3237602135118,286.8429742058556,1.0366752690822136,46.806062432301204
Groove,87.18,288.18023662206855,10.0,300.0,1.0172665946301356,40.98787626618339
Parallel Dimple,142.83,113.0396577711507,30.0,200.04791297800855,1.0678953820166168,42.54417957092478
Parallel Dimple,142.83,185.84470734984401,30.0,187.611058629628,1.0787130114047099,40.82508585929116
Parallel Dimple,116.39026918628474,117.56661801874891,19.91010057196671,100.0,1.1674774029851724,41.086078289828286
Groove,89.29861116341121,232.25076837568352,10.0,186.75394415711196,1.0196768730527768,35.17811678427512
Parallel Dimple,142.83,118.93428079577328,29.202007325033698,113.86034838257783,1.1560349705284585,41.76360405522811
Staggered dimple,142.50104402751046,232.3038418081764,30.0,101.34497382917537,1.024318415741548,30.059981596686633
Micro grid,121.62645426812264,411.95321429243,21.349647540623028,199.81850020293814,1.0498748585546742,37.6960331378952
Parallel Dimple,88.4153704138437,215.204786745485,10.0,182.21839184012677,1.0124742030753944,34.931636031431346
Staggered dimple,118.99905267060178,594.6404384440737,19.578418539450904,295.825119167604,1.037351914050462,43.67768348672424
Parallel Dimple,87.70722261284803,600.0,10.0,300.0,1.0260371855000596,45.4015438616978
Parallel Dimple,142.83,305.7519513805901,28.575450898966594,299.15864742136387,1.060561749979792,43.95877941983039
Groove,116.68454636847103,133.41565859013642,21.044686667994554,198.37800194565787,1.02965533607157,45.47611584955036
Groove,117.62767632124906,121.1551472946613,20.25123853682625,108.02900085173707,1.0822037023373996,40.22851638692587
Staggered dimple,142.83,310.4712377110679,30.0,300.0,1.0552581380755675,44.71680659002338
Parallel Dimple,90.39162128286445,87.18,10.0,100.0,1.0271852864507118,50.20373019781394
Micro grid,142.10593257200838,214.91901579971346,30.0,198.12661133262665,1.08249876444371,39.249672899703846
Groove,87.18,203.695630412281,10.316578740207047,100.0,1.0259706459455336,33.0687684484778
Parallel Dimple,87.54889783707522,87.18,10.031153234475557,206.65834849362528,1.0073771550574624,47.84404812991259
Micro grid,114.96856785576465,99.0401229921033,19.461978534112653,300.0,1.0201411357790797,45.26661945073946
Staggered dimple,141.29939429472853,597.2223112269166,29.73425445875272,290.96352288639525,1.0660078201860126,40.66131135473403
Micro grid,121.87205012320834,129.32850373784814,19.445485730086364,191.8708287902455,1.0421140205787107,47.787689146984526
Micro grid,141.6966778170038,129.06431672477134,29.816472616084468,198.04696634726463,1.0819137883133823,45.05064032374567
Parallel Dimple,89.81883386440468,212.74479566923077,10.95217487396609,202.47528008459935,1.0126914194491987,35.581386910573514
Micro grid,138.53945668434315,314.02831121596256,29.883638682087536,297.87078038693386,1.051547937895384,45.450624723640836
Micro grid,89.05575313108312,104.03426010883796,10.0,287.24081200209855,1.0102855564543203,52.053868128635365
Parallel Dimple,142.83,144.76418267917106,29.92372243149827,295.4105194292337,1.0266162895272963,46.59829514908782
Parallel Dimple,141.2106283800996,131.67930153798542,28.858194987450375,192.1782801339131,1.073121948791357,45.663158367217584
Parallel Dimple,87.18,87.18,10.0,201.72585176668514,1.0145471475950563,47.22546058651994
Groove,118.30831613203422,132.69630370326448,19.17254578512677,202.43629139695497,1.0288504114500066,47.68588287179861
Staggered dimple,88.32864689933751,221.72352257749571,10.0,203.7252536353674,1.020983604542487,35.123047655384475
Staggered dimple,87.78031326108908,187.3042650953957,10.0,213.58618343115046,1.008246070201695,35.25743626348774
Staggered dimple,142.83,149.3925660776588,28.836273833015458,300.0,1.0313827206849886,47.50784824164248
Staggered dimple,120.6510904159187,384.91194914897886,19.9265137621529,187.7941718576206,1.0488917034567726,37.80780033546671
Parallel Dimple,142.83,403.89533501223946,28.82694913790663,212.5663166979991,1.075108358450271,36.903372576707774
Staggered dimple,139.47600263947814,137.726224790616,30.0,195.38125194879706,1.0696157975597838,43.21816635212165
Groove,119.57712425388077,600.0,19.338595591266866,300.0,1.038843735633248,43.06035098502782
Staggered dimple,87.56301741916519,304.2661265631324,10.173503854561247,291.0256941909192,1.006261834672152,41.62697642042998
Staggered dimple,126.14564318314444,276.09848649190775,20.435340579590473,297.18728720905716,1.0314340669862876,43.04554212966892
Micro grid,142.83,164.43810540061187,30.0,204.92708011610478,1.0744015244926437,45.92416489171934
Groove,142.83,125.82872100228242,29.972295766427973,290.99313254033325,1.026860388030455,42.433971658326016
Micro grid,122.25622495670885,114.18034709290698,21.14206630517183,100.0,1.164983712799701,40.347592551183745
Micro grid,87.18,175.54496496308732,10.983372612411818,197.18727054295678,1.0125859537084734,35.231710686431214
Micro grid,141.8499172961044,599.3269719269051,29.471462401508607,298.0033230896217,1.079403564267998,41.091619598189645
Groove,142.83,104.3897344745039,30.0,100.0,1.1608395091943347,41.83456002200486
Groove,121.20026415272544,117.69800291048118,20.25177524546213,300.0,1.0160086043141934,44.715352152180586
Micro grid,142.83,87.18,28.49528437679597,100.0,1.159510392121803,41.57776319953805
Staggered dimple,141.2501712003959,278.43886110217665,29.111494636820368,300.0,1.0525689432750045,44.53844342797285
Parallel Dimple,90.15440289649452,409.8098923376703,10.0,200.15945791438054,1.0187891917168685,39.61447538991076
Parallel Dimple,142.83,195.37466021160103,28.615975851115806,100.0,1.0223715430514608,30.187945934487622
Staggered dimple,142.83,152.61315851449808,30.0,286.5682638281206,1.0322882077019646,43.47526136760624
Groove,87.18,589.7569976790556,11.121405899215038,298.8509312258484,1.0291634769413072,44.30852530870339
Groove,87.18,199.61154365111767,10.0,197.3684768898827,1.009931426586921,35.096701972927676
Groove,141.42015058156238,397.9796308564861,29.191575332986684,191.9888451518934,1.076791394356922,35.8075545486585
Groove,121.57513054635841,91.95032587874078,21.34814129634528,188.17064156539956,1.0319649068105259,47.54533902098787
Micro grid,142.83,600.0,29.215166727962515,293.5278757255247,1.0704681786498644,42.74800576720003
Groove,120.20658051928504,119.8564698529248,19.57630544894646,100.0,1.1670735846041387,41.753918251554154
Staggered dimple,119.2062831152926,588.1464005040898,20.041795941833463,300.0,1.0386381439083723,42.10159344686306
Micro grid,120.54938290370153,109.22260614884777,20.254436663644896,100.0,1.1684996869946194,40.21792350131756
Micro grid,87.18,194.14111748896462,10.0,110.54076366427778,1.0249977853354948,33.859637847671365
Staggered dimple,117.92293927974677,87.18,20.02292407194087,100.0,1.0914453024099573,39.73143963456473
Staggered dimple,117.31825859787183,289.4677360068738,19.911720408632924,300.0,1.0339088059430708,44.011605586710736
Staggered dimple,121.12461095459955,213.68947145510438,20.520338037746612,199.39675445572664,1.051587213503303,37.11849351107145
Groove,120.88476191190183,313.2331661010721,20.165363278169544,290.1936730137806,1.0329792802598607,43.40788318589445
Staggered dimple,118.22493576064979,600.0,20.02257876642364,300.0,1.0469702602038373,44.44728637927597
Staggered dimple,122.11814629835962,111.29464519052907,19.16202135040992,291.07245998636927,1.0196155620452456,46.0666394871015
Groove,141.5925113733082,190.0756674325207,28.87993737401815,199.63541357608764,1.074384017804278,39.40262427470317
Staggered dimple,140.9153380229099,120.21031411463773,29.64183718473982,300.0,1.0333822972930806,41.85328649246253
Groove,121.46472138150926,87.18,21.51540761570058,100.0,1.08919175477996,47.46090482583802
Groove,142.83,591.2756090565956,28.889021950215753,292.7066185094908,1.059075627443193,41.46777556653089
Staggered dimple,88.7586970274354,196.31034303634874,10.821304078516805,105.14899412415883,1.0171345248416752,33.78200815301925
Parallel Dimple,87.18,105.5612224511423,10.180395804825473,297.832091157771,1.0188308362414613,51.04277594689092
Staggered dimple,123.30043934134632,189.42860554036548,19.548914618349972,203.9181016944829,1.0456397627233278,37.59326876770429
Micro grid,87.18,111.40444649724186,10.0,103.72106192702827,1.0274374735051908,42.96432554667211
Micro grid,142.83,318.8724315825878,30.0,300.0,1.0529838572038295,44.56901302802195
Micro grid,117.42057107966346,111.6894874662941,21.31791684728338,100.0,1.0815068549598714,40.511200281704944
Parallel Dimple,142.83,90.58149645982108,29.715403173720393,114.26732457148283,1.158510395947661,41.471836995337824
Staggered dimple,90.03464451897433,99.15529212342602,10.0,100.0,1.036725549318198,41.90161700264878
Parallel Dimple,141.5300964600117,210.9362261860983,29.555257521832022,196.20257360176322,1.0852129137697462,40.57051914533068
Micro grid,88.11380435860002,326.4647573701841,10.855349960608834,300.0,1.005,41.744914794631555
Staggered dimple,142.0112588451623,203.91917192950677,29.469082604627594,216.25080787066972,1.0748437245754943,40.07779888699947
Micro grid,122.17839738921514,119.85571837374265,20.117378293095562,109.26966350531647,1.0820507298475803,40.27547813838736
Staggered dimple,87.95785347601876,107.54901762995392,10.0,196.65217856779296,1.0093572045926635,46.74096180467955
Micro grid,141.30079798028325,192.70149417915988,29.3631805814916,102.03180740889594,1.0294873621935166,30.0
Groove,87.18,94.67642913543766,10.0,195.05509620327703,1.005,47.45649651660858
Staggered dimple,138.0015983502496,124.93792348520267,30.0,187.06065563991285,1.0684704717569597,43.16784957509291
Micro grid,87.18,197.77883351387845,10.0,116.95111947173098,1.017419892150485,32.389447039876046
Groove,120.80893971865741,597.6410408909643,20.382198896854685,295.8784265972533,1.0392319866101702,44.63629737181891
Micro grid,142.83,398.4598244073255,29.870374034459584,197.81666311322834,1.0703389958849852,35.51894466675776
Parallel Dimple,119.07004062591707,133.571057026695,19.500799104433483,100.16391947956733,1.0809757093053787,39.89822079864952
Staggered dimple,87.18,584.9577701627228,10.0,296.33227877124335,1.0175131328044982,44.505386020999794
Staggered dimple,141.6770571801607,139.50393232241424,30.0,192.749804611732,1.066201029529068,43.01163305520754
Staggered dimple,88.14706931595069,600.0,10.935415350760328,293.95558913969865,1.017240137189139,45.436288024084696
Parallel Dimple,87.18,87.18,10.493903501601425,113.96673621375379,1.0324685839381138,37.79769394260185
Parallel Dimple,139.94716273656343,176.39731009142574,29.727017680397275,210.33559496361966,1.0844911490693505,39.17167803205809
Parallel Dimple,91.90166234565316,96.75471927293272,10.0,206.1342123544149,1.0119522035610653,47.032036793986435
Micro grid,142.83,140.73435016385363,30.0,296.29712279511864,1.0332745447555434,47.11064419940804
Micro grid,139.39532420963008,423.34388946521875,30.0,197.25080777516024,1.0774652776526072,37.35657098143407
Staggered dimple,87.18,304.30605858978663,10.735733798847289,292.88552646951416,1.0128747018466875,42.00141779989355
Micro grid,88.45734147687897,594.4852739892557,10.485314910442614,300.0,1.022454651813846,45.12609349467985
Parallel Dimple,142.43520031419075,148.77050669518874,29.901727862638264,202.32985616562112,1.0886470709857183,45.51901018081086
Parallel Dimple,91.21480379340287,411.74236772076256,12.715377422362616,198.98084714091908,1.0287669104660553,39.75862988176651
Staggered dimple,142.83,101.93481443963361,28.947396246898773,110.07596621975017,1.1566097701798472,43.89962263977317
Groove,140.1993154209297,135.54139401068548,30.0,199.57685320772856,1.0726406651515856,44.8614769817801
Groove,90.77602066256914,96.5213566392869,10.0,100.0,1.0248696851144319,49.66146023577495
Parallel Dimple,87.18,292.7611701724177,10.380832919078722,300.0,1.005,41.79746740439459
Parallel Dimple,142.83,206.4381946377704,30.0,195.98961034571113,1.0810365185057635,39.62152331718768
Micro grid,119.43655649357572,600.0,19.633747280998147,300.0,1.0346028534773115,43.698949151403625
Parallel Dimple,142.79535730466145,92.9673841917418,30.0,100.0,1.1572247418489454,42.989636817748924
Staggered dimple,142.83,215.84637324526142,29.73089948973575,189.78929818466216,1.0868829279822128,39.29374056490283
Groove,142.83,407.4685864217249,28.525626916129273,208.38619710961754,1.085946763244803,37.33940625772813
Staggered dimple,142.83,297.2731045607061,28.93203696052205,300.0,1.0508826033931002,44.69065056920234
Groove,142.83,119.774924833237,30.0,298.95016255023893,1.0277169272511362,46.457036717905915
Parallel Dimple,142.83,209.14737681750793,30.0,204.5116264020175,1.0744700254837571,39.72633240016693
Groove,123.61330976129554,87.18,19.634946081319846,100.0,1.0887273200983365,40.413610118233215
Parallel Dimple,142.7174593090841,198.18430415403392,29.63192978622992,193.14149002901965,1.0847053448070485,38.60719188488702
